text	labels
eba	O
there	O
was	O
one	O
sample	O
only	O
and	O
its	O
yield	O
was	O
86.74	O
per	O
cent	O
while	O
the	O
sample	O
of	O
S.	O
granigera	O
gave	O
a	O
corresponding	O
value	O
of	O
82:13	O
per	O
cent.	O
The	O
unsaponifiable	O
matter	O
in	O
case	O
of	O
S.	O
aurita	O
Table	O
III	O
varied	O
from	O
2.88	O
per	O
cent	O
in	O
August	O
to	O
4:96	O
per	O
cent	O
in	O
July	O
giving	O
a	O
mean	O
value	O
3.75	O
per	O
cent	O
;	O
the	O
corresponding	O
value	O
in	O
the	O
sample	O
of	O
S.	O
eba	O
Table	O
IV	O
was	O
3.48	O
per	O
cent	O
while	O
in	O
the	O
sample	O
of	O
S.	O
granigera	O
being	O
53	O
per	O
cent.	O
The	O
figures	O
in	O
Table	O
III	O
show	O
that	O
the	O
iodine	O
number	O
of	O
fatty	O
acids	O
varied	O
from	O
117.3	O
when	O
percentage	O
of	O
fat	O
was	O
7:3	O
to	O
144.1	O
when	O
percentage	O
of	O
fat	O
was	O
at	O
its	O
lowest	O
3:37,	O
giving	O
a	O
mean	O
value	O
of	O
131'1	O
for	O
this	O
number	O
during	O
May	O
to	O
August.	O
while	O
the	O
range	O
of	O
the	O
variation	O
in	O
the	O
iodine	O
number	O
of	O
the	O
unsaponifiable	O
matter	O
during	O
the	O
period	O
was	O
limited	O
between	O
59.1	O
and	O
77.6	O
with	O
a	O
mean	O
value	O
of	O
70.4.	O
The	O
iodine	O
number	O
of	O
fatty	O
acids	O
in	O
the	O
case	O
of	O
the	O
sample	O
of	O
S.	O
eba	O
and	O
that	O
of	O
S.	O
granigera	O
were	O
133.9	O
and	O
167.1	O
respectively	O
while	O
their	O
corresponding	O
values	O
for	O
the	O
iodine	O
number	O
of	O
the	O
unsaponifiable	O
matter	O
were	O
78	O
and	O
70.1.	O
In	O
the	O
case	O
of	O
S	O
aurita	O
Table	O
III	O
the	O
acid	O
number	O
varied	O
between	O
21.8	O
and	O
37.3	O
with	O
a	O
mean	O
28.3	O
and	O
in	O
the	O
sample	O
of	O
S.	O
eba	O
Table	O
IV	O
its	O
value	O
was	O
19	O
but	O
in	O
the	O
case	O
of	O
the	O
sample	O
of	O
S.	O
granigera	O
no	O
determination	O
was	O
made	O
due	O
to	O
the	O
lack	O
of	O
material.	O
(2)	O
The	O
feeding	O
period	O
October	O
to	O
January.	O
The	O
yields	O
of	O
fatty	O
acids	O
showed	O
a	O
tendency	O
for	O
increase	O
in	O
Table	O
III	O
of	O
S.	O
aurita	O
the	O
percentage	O
yields	O
ranged	O
between	O
83:24	O
and	O
927	O
with	O
an	O
average	O
value	O
of	O
89:16,	O
while	O
this	O
range	O
of	O
variation	O
in	O
the	O
case	O
of	O
S.	O
eba	O
Table	O
IV	O
was	O
between	O
86.92	O
and	O
91:07	O
giving	O
a	O
mean	O
value	O
89.2.	O
The	O
percentage	O
yields	O
of	O
unsaponifiable	O
matter	O
in	O
the	O
extract	O
de-	O
finitely	O
decreased--these	O
varied	O
from	O
0.59	O
to	O
1:05	O
giving	O
an	O
average	O
yield	O
for	O
the	O
whole	O
season	O
0.78	O
per	O
cent	O
in	O
the	O
case	O
of	O
S.	O
aurita	O
Table	O
III,	O
while	O
in	O
the	O
case	O
of	O
S.	O
eba	O
Table	O
IV	O
the	O
corresponding	O
variation	O
was	O
between	O
0.35	O
to	O
1:08	O
with	O
a	O
mean	O
value	O
of	O
0.83.	O
During	O
this	O
period	O
the	O
fattv	O
acids	O
become	O
less	O
unsaturated	O
and	O
the	O
iodine	O
numbers	O
obtained	O
varied	O
in	O
the	O
case	O
of	O
S.	O
aurita	O
Table	O
III	O
between	O
the	O
two	O
extremes	O
101.3	O
and	O
129.2.	O
giving	O
an	O
average	O
iodine	O
value	O
110.7,	O
and	O
in	O
Table	O
IV	O
of	O
S.	O
eba	O
two	O
determinations	O
only	O
were	O
made	O
and	O
gave	O
the	O
numbers	O
96.9	O
and	O
103.0.	O
The	O
iodine	O
numbers	O
of	O
the	O
unsaponi-	O
fiable	O
matter	O
varied	O
irregularly	O
and	O
insignificantly	O
from	O
a	O
minimum	O
of	O
56.6	O
to	O
a	O
maximum	O
of	O
91	O
giving	O
a	O
mean	O
of	O
69	O
in	O
the	O
case	O
of	O
S.	O
aurita	O
Table	O
III,	O
and	O
from	O
55.2	O
to	O
65.4	O
with	O
a	O
mean	O
60.5	O
in	O
the	O
case	O
of	O
S.	O
eba	O
analyses.	O
During	O
this	O
period	O
the	O
acid	O
numbers	O
strikingly	O
decreased	O
and	O
their	O
range	O
of	O
variation	O
was	O
from	O
3.8	O
to	O
14.2	O
with	O
a	O
mean	O
62	O
in	O
the	O
analyses	O
of	O
S.	O
aurita	O
Table	O
III,	O
and	O
from	O
3.5	O
to	O
7.8	O
with	O
an	O
average	O
value	O
6:0	O
in	O
the	O
analyses	O
of	O
S.	O
eba	O
Table	O
IV.	O
-	O
17	O
-	O
PART	O
II.	O
The	O
Fat	O
Content	O
of	O
the	O
Flesh	O
and	O
its	O
Constants	O
The	O
analytical	O
data	O
obtained	O
for	O
the	O
amounts	O
of	O
the	O
ethereal	O
extract	O
and	O
the	O
variation	O
in	O
the	O
percentage	O
yields	O
of	O
the	O
fatty	O
acids	O
and	O
unsaponifiable	O
matter	O
with	O
the	O
iodine	O
values	O
and	O
acid	O
numbers	O
of	O
the	O
flesh	O
are	O
recorded	O
in	O
Table	O
V	O
for	O
the	O
flesh	O
of	O
S.	O
aurita	O
and	O
Table	O
VI	O
for	O
the	O
flesh	O
of	O
S.	O
eba.	O
TABLE	O
V.	O
.-PERCENTAGE	O
YIELDS	O
OF	O
FAT	O
AND	O
ITS	O
CONSTANTS	O
FROM	O
THE	O
FLESH	O
OF	O
S.	O
AURITA.	O
%	O
yield	O
of	O
%	O
yield	O
of	O
Iodine	O
Acid	O
%	O
yield	O
of	O
Iodine	O
No.	O
of	O
fatty	O
acids	O
unsap.mat-	O
value	O
of	O
number	O
Date	O
ethereal	O
Sample	O
in	O
the	O
value	O
of	O
ter	O
in	O
the	O
unsap.	O
of	O
the	O
extract	O
extract	O
fatty	O
acids	O
extract	O
matter	O
extract	O
5	O
13-10-1933	O
14.82	O
85.11	O
lost	O
0.9	O
68.8	O
no	O
oil	O
7	O
20	O
10-1933	O
21.49	O
90.51	O
104.4	O
0.72	O
72.6	O
8.8	O
10	O
7-11-1933	O
24:50	O
90.01	O
96:2	O
1:31	O
48.2	O
6.8	O
14	O
7-12-1933	O
28:21	O
85.91	O
99.6	O
0.93	O
50.2	O
8.4	O
16	O
3	O
1-1934	O
24.46	O
lost	O
117.2	O
0.63	O
56.9	O
7:3	O
20	O
25	O
1935	O
2.92	O
lost	O
148.1	O
3:87	O
75.3	O
no	O
oil	O
24	O
I	O
7-1935	O
2.65	O
lost	O
144.3	O
4.66	O
91	O
44	O
30	O
8-1935	O
9.16	O
87.76	O
104.1	O
1.91	O
69.5	O
47	O
30-	O
8-1935	O
6'60	O
77:34	O
108.8	O
2:81	O
72.1	O
50	O
27-10-1935	O
12:0	O
89.13	O
131.5	O
0.72	O
70.5	O
10 6	O
52	O
18-11-1935	O
24.1	O
88.76	O
124.1	O
0.92	O
58.9	O
7.1	O
Mean	O
Values	O
15:54	O
86.81	O
118'8	O
1.76	O
66.8	O
8.2	O
TABLE	O
VI.	O
-PERCENTAGE	O
YIELDS	O
OF	O
FAT	O
AND	O
ITS	O
CONSTANTS	O
FROM	O
THE	O
FLESH	O
OF	O
S.	O
EBA.	O
%	O
yield	O
of	O
%	O
yield	O
of	O
Iodine	O
va-	O
%	O
yield	O
of	O
Acid	O
fatty	O
acids	O
Iodine	O
va-	O
No.	O
of	O
ethereal	O
unsap.	O
number	O
Date	O
sample	O
in	O
the	O
lue	O
of	O
fatty	O
matter	O
in	O
lue	O
of	O
un-	O
of	O
the	O
extract	O
acids	O
extract	O
extract	O
sap.	O
matter	O
extract	O
8	O
20-10-1933	O
24:25	O
89.8	O
110'1	O
0.72	O
63.9	O
5.6	O
12	O
10-11-1933	O
23.85	O
86.9	O
80.5	O
0.88	O
56.5	O
4.5	O
18	O
3-	O
1-1934	O
29.42	O
lost	O
lost	O
17.5	O
28	O
25-	O
7-1935	O
4:23	O
78.34	O
133.9	O
3.71	O
78.8	O
no oil	O
30	O
29-	O
7-1935	O
2.55	O
138	O
4.56	O
74'0	O
"	O
32	O
29-	O
7-1935	O
2.76	O
136.0	O
3.95	O
81.6	O
35	O
3-	O
8-1935	O
3'43	O
125.8	O
3.79	O
77.2	O
"	O
37	O
3-	O
8-1935	O
3.34	O
125.6	O
4.24	O
89.2	O
39	O
15-	O
8-1935	O
13.22	O
85.69	O
121.8	O
1.49	O
79.3	O
18.6	O
41	O
15-	O
8-1935	O
11:41	O
86.64	O
126.3	O
1.61	O
90.6	O
20.7	O
Mean	O
Values	O
11.05	O
83.88	O
124.4	O
2.79	O
76.8	O
13.4	O
(8	O
-	O
From	O
the	O
figures	O
recorded	O
in	O
Table	O
V	O
and	O
in	O
Table	O
VI,	O
it	O
is	O
clear	O
that	O
the	O
fluctuations	O
in	O
the	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
of	O
flesh	O
are	O
very	O
similar	O
to	O
those	O
previously	O
described	O
in	O
the	O
case	O
of	O
the	O
estimations	O
of	O
that	O
of	O
the	O
whole	O
fish.	O
Here	O
again	O
it	O
was	O
found	O
out	O
that	O
during	O
the	O
feeding	O
season	O
the	O
fat	O
content	O
of	O
the	O
flesh	O
from	O
S.	O
aurita	O
Table	O
V	O
was	O
lowest	O
at	O
12	O
per	O
cent	O
in	O
October	O
;	O
rose	O
to	O
a	O
maximum	O
28.21	O
per	O
cent	O
in	O
December,	O
and	O
ended	O
in	O
January	O
at	O
a	O
value	O
24.46	O
per	O
cent	O
giving	O
a	O
mean	O
value	O
for	O
the	O
whole	O
fishing	O
season	O
21:37	O
per	O
cent	O
of	O
the	O
fresh	O
flesh	O
In	O
Table	O
VI	O
three	O
samples	O
only	O
Nos.	O
8,	O
12	O
and	O
18	O
were	O
taken	O
during	O
this	O
period	O
for	O
the	O
analyses	O
of	O
the	O
flesh	O
of	O
S.	O
eba-the	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
in	O
them	O
varied	O
from	O
23:85	O
per	O
cent	O
to	O
29.42	O
per	O
cent	O
with	O
a	O
mean	O
value	O
25.84	O
per	O
cent.	O
On	O
the	O
other	O
hand	O
the	O
fat	O
content	O
of	O
the	O
flesh	O
during	O
the	O
summer	O
fishery,	O
May	O
to	O
August,	O
is	O
represented	O
in	O
Table	O
V	O
of	O
S.	O
aurita	O
with	O
four	O
samples-its	O
value	O
varied	O
between	O
a	O
minimum	O
2.65	O
per	O
cent	O
in	O
July	O
and	O
a	O
maximum	O
9.16	O
per	O
cent	O
in	O
August,	O
with	O
an	O
average	O
value	O
for	O
this	O
period	O
of	O
5:33	O
per	O
cent	O
of	O
the	O
fresh	O
tissue.	O
In	O
the	O
case	O
of	O
the	O
flesh	O
of	O
S.	O
eba	O
Table	O
VI	O
seven	O
samples	O
were	O
taken	O
during	O
this	O
period.	O
the	O
fat	O
content	O
in	O
them	O
varied	O
between	O
the	O
two	O
extremes	O
2.55	O
per	O
cent	O
in	O
July	O
and	O
13:22	O
per	O
cent	O
in	O
August	O
giving	O
a	O
mean	O
value	O
of	O
5.85	O
per	O
cent.	O
In	O
the	O
case	O
of	O
S.	O
aurita	O
Table	O
V	O
the	O
two	O
samples	O
44	O
and	O
47	O
and	O
in	O
the	O
case	O
of	O
S.	O
eba	O
samples	O
30	O
and	O
32	O
:	O
35	O
and	O
37	O
:	O
39	O
and	O
41	O
are	O
of	O
particular	O
interest	O
since	O
each	O
pair	O
was	O
taken	O
on	O
the	O
same	O
day	O
under	O
similar	O
conditions	O
and	O
from	O
the	O
same	O
catch	O
to	O
show	O
the	O
difference,	O
if	O
any.	O
between	O
the	O
two	O
sexes.	O
The	O
results	O
obtained	O
for	O
the	O
per-	O
centage	O
yield	O
of	O
fat	O
of	O
the	O
two	O
sexes	O
are	O
tabulated	O
in	O
the	O
following	O
table	O
:-	O
Males	O
Females	O
Date	O
Sample	O
No.	O
%	O
fat	O
Sample	O
No.	O
%	O
fat	O
29-7-1935	O
30	O
2:55	O
32	O
2.76	O
3-8-1935	O
37	O
3:34	O
35	O
3:43	O
15-8-1935	O
39	O
13:22	O
41	O
11.41	O
30-8-1935	O
44	O
9.16	O
47	O
6'16	O
-	O
19	O
-	O
These	O
figures	O
show	O
a	O
close	O
similarity	O
between	O
the	O
two	O
sexes	O
in	O
the	O
fat	O
content.	O
The	O
apparent	O
difference	O
between	O
the	O
two	O
samples	O
39	O
and	O
41	O
and	O
the	O
two	O
samples	O
44	O
and	O
47	O
is	O
probably	O
attributed	O
to	O
individual	O
variations	O
rather	O
than	O
to	O
a	O
sexual	O
difference.	O
The	O
seasonal	O
changes	O
in	O
the	O
percentage	O
yields	O
of	O
fat	O
from	O
the	O
flesh	O
of	O
the	O
two	O
species	O
S.	O
aurita	O
and	O
S.	O
eba	O
are	O
graphically	O
expressed	O
in	O
Fig.	O
II,	O
assuming	O
the	O
continuity	O
of	O
sampling	O
as	O
was	O
done	O
in	O
Fig.	O
1	O
Whenever	O
more	O
than	O
one	O
sample	O
of	O
flesh	O
were	O
taken	O
from	O
the	O
same	O
species	O
in	O
any	O
month,	O
the	O
mean	O
values	O
of	O
the	O
percentages	O
of	O
fat	O
were	O
taken.	O
30	O
25	O
20	O
15	O
10	O
5	O
May	O
June	O
July	O
Aug.	O
Sep.	O
Oct.	O
Nov.	O
Dec.	O
Jan,	O
FIG.	O
II.-Variation	O
-	O
in	O
the	O
Fat-content	B-BODY_SIZE
of	O
the	O
flesh	O
of	O
S.	O
aurita	O
and	O
S.	O
eba	O
during	O
fishing	O
months	O
(May-Jan.)	O
Fig.	O
II	O
indicates	O
a	O
steady	O
rise	O
in	O
the	O
fat	O
content	O
of	O
the	O
flesh	O
of	O
both	O
fishes	O
from	O
summer,	O
when	O
ripening	O
and	O
maturing	O
fish	O
were	O
caught,	O
to	O
the	O
autumn	O
and	O
early	O
winter,	O
when	O
the	O
fish	O
were	O
extensively	O
feeding.	O
-	O
20	O
-	O
The	O
maximum	B-BODY_SIZE
amounts	I-BODY_SIZE
of	I-BODY_SIZE
fat	I-BODY_SIZE
were	O
apparently	O
attained	O
later	O
on,	O
at	O
about	O
the	O
end	O
of	O
the	O
fishing	O
season.	O
There	O
was	O
only	O
one	O
sample	O
No.	O
22	O
taken	O
on	O
June	O
30,	O
for	O
the	O
flesh	O
of	O
S.	O
granigera.	O
The	O
ethereal	O
extract	O
of	O
the	O
flesh	O
was	O
3:14	O
per	O
cent	O
of	O
its	O
fresh	B-BODY_SIZE
weight.	I-BODY_SIZE
The	O
yield	O
was	O
insufficient	O
for	O
the	O
analyses	O
to	O
be	O
carried	O
out.	O
The	O
variations	O
in	O
the	O
properties	O
of	O
the	O
ethereal	O
extracts	O
of	O
flesh	O
from	O
both	O
fish	O
S.	O
aurita	O
and	O
S.	O
eba	O
show	O
close	O
similarities	O
to	O
those	O
of	O
the	O
ethereal	O
extracts	O
of	O
the	O
whole	O
fish	O
previously	O
explained.	O
The	O
extracts	O
of	O
the	O
spawning	O
period	O
gave	O
comparatively	O
lower	O
percentage	O
vields	O
of	O
fatty	O
acids	O
with	O
more	O
unsaturated	O
nature	O
:	O
higher	O
percentage	O
yields	O
of	O
unsaponifiable	O
matter	O
with	O
increased	O
iodine	O
values:	O
and	O
a	O
definite	O
rise	O
in	O
the	O
acid	O
number,	O
while	O
the	O
properties	O
of	O
the	O
extracts	O
of	O
the	O
feeding	O
period	O
varied	O
in	O
a	O
reverse	O
sense.	O
The	O
mean	O
values	O
obtained	O
for	O
the	O
properties	O
of	O
fat	O
from	O
the	O
flesh	O
of	O
both	O
species	O
during	O
the	O
two	O
periods	O
of	O
feeding	O
and	O
spawning	O
are	O
recorded	O
in	O
the	O
following	O
table	O
:-	O
Mean	O
%	O
Yield	O
of	O
Mean	O
Iodine	O
Mean	O
%	O
Yield	O
of	O
Mean	O
Iodine	O
Mean	O
Acid	O
fatty	O
acids	O
value	O
of	O
fatty	O
unsap.	O
matter	O
value	O
of	O
unsap.	O
number	O
acids	O
Species	O
matter	O
Feeding	O
Spawn-	O
Feeding	O
Spawn-	O
Feeding	O
Spawn-	O
Feeding	O
Spawn-	O
Feed-	O
ing	O
ing	O
ing	O
ing	O
ing	O
S.	O
aurita	O
88:24	O
82:55	O
112.2	O
126.3	O
0.88	O
3:31	O
60.9	O
77	O
8.2	O
-	O
S.	O
eba	O
88:35	O
82:25	O
95.3	O
128	O
0.8	O
3:34	O
60.2	O
82.6	O
92	O
19.7	O
PART	O
III.	O
The	O
Fat-Content	O
of	O
the	O
Gonads	O
During	O
the	O
months	O
July	O
and	O
August	O
1935	O
maturing	O
and	O
ripening	O
fish	O
mainly	O
of	O
S.	O
eba	O
were	O
caught	O
with	O
their	O
gonads	O
at	O
the	O
stages	O
III,	O
IV	O
and	O
V	O
of	O
Hjort's	O
scale.	O
Samples	O
of	O
ovaries	O
and	O
testes	O
of	O
S.	O
eba	O
and	O
S.	O
aurita	O
were	O
taken	O
and	O
treated	O
in	O
the	O
same	O
way	O
as	O
in	O
the	O
case	O
of	O
the	O
flesh	O
of	O
each	O
species	O
for	O
the	O
estimation	O
of	O
the	O
fat	O
content.	O
Due	O
to	O
the	O
rarity	O
of S.	O
aurita	O
in	O
the	O
summer	O
catches,	O
only	O
4	O
samples	O
taken	O
for	O
the	O
maturing	O
reproductive	O
organs	O
of	O
this	O
fish-2	O
for	O
each	O
sex	O
with	O
their	O
particulars	O
as	O
recorded	O
in	O
Table	O
VII.	O
21	O
-	O
TABLE	O
VII.-VARIATION	O
IN	O
THE	O
PERCENTAGE	O
YIELDS	O
AND	O
THE	O
PROPERTIES	O
OF	O
THE	O
ETHEREAL	O
EXTRACTS	O
OBTAINED	O
FROM	O
TESTES	O
AND	O
OVARIES	O
OF	O
S.	O
AURITA	O
%	O
Yield	O
of	O
%	O
Fatty	O
Iodine	O
values	O
%	O
Unsap.	O
Iodine	O
value	O
No	O
of	O
ether	O
acids	O
in	O
the	O
of	O
matter	O
in	O
of	O
unsap.	O
Date	O
Sam-	O
extract	O
extract	O
fatty	O
acids	O
the	O
extract	O
matter	O
ple	O
Of	O
0	O
OH	O
o	O
OH	O
o	O
OF	O
or	O
Of	O
25	O
4.95	O
147.1	O
12:57	O
76'1	O
1-7-1935	O
26	O
7:24	O
50.53	O
145.6	O
16'65	O
62.4	O
45	O
6.03	O
59.8	O
108.6	O
10	O
70.2	O
-	O
30-8-1935	O
48	O
6.88	O
52.38	O
103.4	O
11.79	O
63 2	O
Mean	O
Values	O
5:49	O
7.06	O
59.8	O
51.45	O
127	O
8	O
124.5	O
11.28	O
14:22	O
731	O
1	O
62	O
8	O
These	O
data	O
show	O
a	O
difference	O
in	O
the	O
mean	O
value	O
of	O
the	O
percentage	O
yields	O
of	O
the	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
between	O
testes	O
and	O
ovaries-the	O
respective	O
values	O
being	O
5:49	O
and	O
7:06.	O
There	O
are	O
also	O
apparent	O
differences	O
be-	O
tween	O
the	O
percentage	O
yields	O
of	O
fatty	O
acids	O
and	O
between	O
the	O
yields	O
of	O
unsaponifiable	O
substances	O
in	O
the	O
extracts	O
of	O
testes	O
and	O
ovaries,	O
but	O
it	O
is	O
not	O
safe	O
to	O
make	O
any	O
deductions	O
from	O
only	O
two	O
analyses	O
of	O
each	O
sex.	O
These	O
differences	O
are	O
dealt	O
with	O
later	O
when	O
the	O
results	O
obtained	O
for	O
S.	O
eba	O
are	O
discussed.	O
The	O
variation	O
in	O
the	O
amounts	O
of	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
of	O
the	O
gonads	O
of	O
S.	O
eba	O
with	O
their	O
properties	O
are	O
recorded	O
in	O
Table	O
VIII.	O
TABLE	O
VIII.	O
-	O
-VARIATION	O
IN	O
THE	O
PERCENTAGE	O
YIELDS	O
AND	O
THE	O
PROPERTIES	O
OF	O
THE	O
ETHEREAL	O
EXTRACT	O
OBTAINED	O
FROM	O
TESTES	O
AND	O
OVARIES	O
OF	O
S.	O
EBA.	O
%	O
Yield	O
%	O
Fatty	O
Iodine	O
Value	O
%	O
Unsap.	O
Iodine	O
value	O
of	O
ether	O
acids	O
in	O
the	O
of	O
fatty	O
acids	O
matter	O
in	O
of	O
unsap.	O
extract	O
extract	O
in	O
the	O
extract	O
the	O
extract	O
matter	O
Date	O
Of	O
u	O
O	O
O+	O
or	O
Of	O
or	O
Of	O
31	O
4.12	O
38.69	O
18:13	O
79.5	O
29-7-1935	O
33	O
7:02	O
150.21	O
132.8	O
11.96	O
79.6	O
/	O
34	O
6:90	O
68:32	O
139.5	O
11.1	O
85.9	O
5-8-1935	O
36	O
7:72	O
56.69	O
116'9	O
12:12	O
75.1	O
/	O
38	O
3:79	O
39.06	O
103.4	O
15:47	O
68.5	O
-	O
\	O
40	O
4.72	O
51.39	O
127.5	O
10.99	O
71.4	O
15-8-1935	O
1	O
32	O
5.95	O
60:39	O
116.6	O
9.79	O
72	O
Mean	O
Values	O
4.1669	O
43:05	O
58:90	O
1151	O
126.5	O
14'86	O
111.24731	O
78.2	O
-	O
22	O
-	O
These	O
figures	O
show	O
that	O
the	O
mean	O
values	O
of	O
the	O
percentage	O
yields	O
of	O
ether	O
extracts	O
from	O
the	O
gonads	O
of	O
S.	O
eba	O
varied	O
between	O
the	O
two	O
sexes-being	O
in	O
milt	O
4.16	O
and	O
in	O
roes	O
6.9.	O
This	O
result	O
fairly	O
agrees	O
with	O
the	O
corresponding	O
mean	O
values	O
in	O
Table	O
VII	O
obtained	O
from	O
the	O
analyses	O
of	O
the	O
gonads	O
of	O
S.	O
aurita.	O
The	O
amount	O
of	O
fatty	O
acids	O
in	O
the	O
extracts	O
also	O
varied	O
between	O
males	O
and	O
females--its	O
mean	O
value	O
in	O
milt	O
being	O
43:05	O
per	O
cent	O
and	O
in	O
ovaries	O
58:90	O
per	O
cent.	O
On	O
the	O
other	O
hand,	O
the	O
yield	O
of	O
unsaponi-	O
fiable	O
matter	O
varies	O
in	O
the	O
reverse	O
sense,	O
i.e.	O
14:86	O
per	O
cent	O
in	O
males	O
and	O
11:24	O
per	O
cent	O
in	O
females.	O
The	O
mean	O
value	O
of	O
the	O
iodine	O
numbers	O
of	O
fatty	O
acids	O
showed	O
a	O
difference	O
between	O
testes	O
and	O
ovaries,	O
being	O
in	O
the	O
former	O
115.5	O
and	O
in	O
the	O
latter	O
126.5.	O
The	O
analyses	O
showed	O
also	O
a	O
corresponding	O
dif-	O
ference	O
in	O
the	O
average	O
iodine	O
values	O
of	O
the	O
unsapouifiable	O
substances,	O
being	O
in	O
testes	O
73:09	O
and	O
in	O
ovaries	O
78.15.	O
This	O
difference	O
in	O
the	O
iodine	O
values	O
between	O
testes	O
and	O
ovaries	O
indicates	O
that	O
the	O
fat	O
of	O
the	O
testes	O
is	O
more	O
saturated	O
than	O
that	O
of	O
the	O
ovaries,	O
but	O
this	O
point-due	O
to	O
the	O
few	O
analyses	O
dealt	O
with	O
here	O
-	O
needs	O
a	O
further	O
study	O
before	O
it	O
can	O
be	O
finally	O
settled.	O
CONCLUSION	O
The	O
variation	O
in	O
the	O
chemical	O
composition	O
of	O
a	O
species	O
of	O
fish	O
does	O
not	O
only	O
occur	O
between	O
individuals,	O
but	O
it	O
also	O
occurs	O
with	O
the	O
different	O
seasons	O
of	O
the	O
year.	O
This	O
result	O
was	O
established	O
by	O
several	O
workers	O
on	O
the	O
chemical	O
composition	O
of	O
food	O
fishes--among	O
whom	O
Atwater	O
(1888),	O
who	O
analysed	O
52	O
species	O
of	O
American	O
food	O
fishes	O
;	O
Clark	O
and	O
Almy	O
(1918)	O
in	O
their	O
work	O
on	O
20	O
species	O
of	O
Atlantic	O
food	O
fishes :	O
Dill	O
(1921)	O
in	O
his	O
study	O
of	O
a	O
number	O
of	O
Pacific	O
food	O
fishes	O
Balland	O
and	O
Hollande	O
in	O
their	O
study	O
of	O
European	O
food	O
fishes,	O
and	O
Saby	O
(1933)	O
in	O
the	O
work	O
on	O
the	O
dietetic	O
value	O
of	O
22	O
species	O
of	O
Egyptian	O
food	O
fishes	O
may	O
be	O
mentioned.	O
The	O
amount.	O
of	O
fat	O
present	O
in	O
species	O
having	O
a	O
low	O
fat	O
content	O
does	O
not	O
undergo	O
wide	O
variation	O
between	O
individuals.	O
On	O
the	O
other	O
hand	O
the	O
fat	B-BODY_SIZE
contents	I-BODY_SIZE
of	O
fat-rich	B-BODY_SIZE
species	I-BODY_SIZE
such	O
as	O
:	O
salmon,	O
herring,	O
shad.	O
sardine,	O
etc..	O
show	O
striking	O
variations	O
between	O
individual	O
fish,	O
between	O
species	O
in	O
different	O
localities	O
and	O
at	O
different	O
seasons	O
of	O
the	O
year.	O
The	O
works	O
of	O
Miescher-Rue-al	O
on	O
the	O
Rhine	O
salmon	O
;	O
Paton	O
on	O
the	O
Scotch	O
salmon	O
:	O
Green	O
(1919	O
and	O
1921)	O
on	O
the	O
Pacific	O
Coast	O
salmon	O
Milroy	O
(1906.	O
1907	O
1908)	O
on	O
the	O
muscles	O
and	O
gonads	O
of	O
Loch	O
Fyne	O
herrings	O
Johnstone	O
(1915,	O
1918	O
1919	O
1920)	O
on	O
the	O
estimations	O
of	O
the	O
muscle	B-BODY_SIZE
fat	I-BODY_SIZE
of	O
Manx-herrings;	O
Bruce	O
(1924),	O
Chan-	O
non	O
and	O
Saby	O
(1932)	O
on	O
the	O
fat	O
metabolism	O
of	O
the	O
Manx	O
herrings	O
23	O
-	O
strikingly	O
show	O
that	O
the	O
fat	B-BODY_SIZE
stored	I-BODY_SIZE
in	O
the	O
body	O
during	O
the	O
periods	O
of	O
growth	O
and	O
feeding	O
is	O
the	O
immediate	O
source	O
of	O
energy	O
expended	O
by	O
the	O
fish	O
at	O
the	O
time	O
of	O
its	O
spawning	O
migration,	O
when	O
no	O
food	O
is	O
taken.	O
The	O
analyses	O
of	O
the	O
three	O
species	O
of	O
Sardinella	O
were	O
undertaken	O
over	O
a	O
period	O
long	O
enough	O
to	O
show	O
the	O
range	O
of	O
variations	O
in	O
the	O
fat	O
content	O
of	O
whole	O
fish,	O
flesh.	O
and	O
gonads.	O
The	O
results	O
of	O
the	O
analyses	O
showed	O
a	O
close	O
similarity	O
to	O
those	O
obtained	O
by	O
the	O
different	O
authors	O
in	O
their	O
investigations	O
on	O
herring,	O
salmon,	O
shad,	O
etc.,	O
and	O
can	O
be	O
concluded	O
in	O
the	O
following	O
:-	O
(1)	O
The	O
comparison	O
of	O
the	O
mean	O
values	O
obtained	O
for	O
the	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
and	O
its	O
properties	O
of	O
whole	O
fish,	O
flesh,	O
and	O
gonads	O
of	O
S.	O
aurita	O
and	O
S.	O
eba	O
shows	O
that	O
these	O
values	O
are	O
essentially	O
identical	O
in	O
both	O
species	O
all	O
the	O
year	O
round.	O
When	O
S.	O
granigera	O
appeared,	O
it	O
showed	O
similarity	O
to	O
the	O
other	O
two	O
species.	O
(2)	O
Radical	O
changes	O
occurred	O
in	O
the	O
tissues	O
as	O
regards	O
the	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
and	O
its	O
properties.	O
These	O
changes	O
could	O
be	O
pictured	O
for	O
the	O
two	O
periods	O
when	O
the	O
mean	O
values	O
of	O
the	O
results	O
are	O
tabulated	O
such	O
as	O
in	O
Table	O
IX.	O
TABLE	O
IX.	O
MEAN	B-BODY_SIZE
VALUEN	I-BODY_SIZE
OF	I-BODY_SIZE
