combines	O
abundance	O
and	O
biomass	O
data	O
with	O
information	O
about	O
the	O
life	O
traits	O
of	O
individual	O
species	O
or	O
taxonomic	O
groups	O
.	O
This	O
information	O
describes	O
modes	O
of	O
sediment	O
reworking	O
(	O
Ri	O
)	O
and	O
mobility	O
(	O
Mi	O
)	O
of	O
taxa	O
in	O
a	O
dataset	O
,	O
two	O
traits	O
known	O
to	O
regulate	O
biological	O
sediment	O
mixing	O
,	O
a	O
key	O
component	O
of	O
bioturbation	O
(	O
Solan	O
2000	O
;	O
and	O
refereces	O
therein	O
;	O
Solan	O
et	O
al	O
.	O
2004b	O
)	O
.	O
BPc	O
is	O
thus	O
not	O
a	O
direct	O
measure	O
of	O
the	O
process	O
of	O
bioturbation	O
.	O
Rather	O
,	O
BPc	O
provides	O
an	O
estimate	O
of	O
the	O
potential	O
of	O
a	O
community	O
to	O
bioturbate	O
.	O
Hence	O
,	O
where	O
macrofauna	B-DISTRIBUTION_DESCRIPTOR
abundance	O
and	O
biomass	O
data	O
are	O
available	O
,	O
BPc	O
provides	O
a	O
means	O
to	O
estimate	O
the	O
extent	O
to	O
which	O
benthic	B-DISTRIBUTION_DESCRIPTOR
communities	O
are	O
likely	O
to	O
affect	O
important	O
ecosystem	O
properties	O
that	O
underpin	O
ecosystem	O
functioning	O
.	O
The	O
consequences	O
of	O
environmentally	O
driven	O
changes	O
in	O
biodiversity	O
to	O
BPc	O
,	O
and	O
its	O
relation	O
to	O
ecosystem	O
functioning	O
,	O
have	O
been	O
explored	O
in	O
this	O
way	O
in	O
terrestrial	B-DISTRIBUTION_DESCRIPTOR
(	O
Bunker	O
et	O
al	O
.	O
2005	O
)	O
and	O
marine	B-DISTRIBUTION_DESCRIPTOR
habitats	I-DISTRIBUTION_DESCRIPTOR
(	O
Solan	O
et	O
al	O
.	O
2004a	O
,	O
b	O
)	O
;	O
at	O
the	O
local	O
(	O
Lohrer	O
et	O
al	O
.	O
2010	O
;	O
Teal	O
et	O
al	O
.	O
2013	O
)	O
and	O
regional	O
scales	O
(	O
Queiros	O
et	O
al	O
.	O
2011	O
;	O
Birchenough	O
et	O
al	O
.	O
2012	O
;	O
Solan	O
et	O
al	O
.	O
2012	O
)	O
;	O
for	O
different	O
contexts	O
(	O
e.g.	O
,	O
habitat	B-DISTRIBUTION_DESCRIPTOR
structure	O
and	O
hypoxia	O
,	O
Queiros	O
et	O
al	O
.	O
2011	O
;	O
Van	O
Colen	O
et	O
al	O
.	O
2012	O
;	O
Villn€as	O
et	O
al	O
.	O
2012	O
)	O
;	O
and	O
for	O
a	O
variety	O
of	O
ecosystem	O
functions	O
including	O
productivity	O
(	O
Solan	O
et	O
al	O
.	O
2012	O
)	O
,	O
nutrient	O
cycling	O
(	O
Solan	O
et	O
al	O
.	O
2004a	O
)	O
,	O
carbon	O
storage	O
(	O
Bunker	O
et	O
al	O
.	O
2005	O
;	O
Solan	O
et	O
al	O
.	O
2012	O
)	O
,	O
and	O
decomposition	O
(	O
Josefson	O
et	O
al	O
.	O
2012	O
)	O
.	O
By	O
calculating	O
BPc	O
over	O
time	O
,	O
or	O
for	O
different	O
locations	O
or	O
scenarios	O
,	O
changes	O
in	O
the	O
efficiency	O
of	O
the	O
organism	O
-	O
sediment	O
couple	O
can	O
be	O
monitored	O
for	O
compliance	O
in	O
support	O
of	O
management	O
and	O
policy	O
objectives	O
(	O
Painting	O
et	O
al	O
.	O
2012	O
;	O
Van	O
Hoey	O
et	O
al	O
.	O
2013	O
)	O
.	O
For	O
example	O
,	O
the	O
effects	O
of	O
simulated	O
changes	O
in	O
benthic	B-DISTRIBUTION_DESCRIPTOR
community	O
structure	O
have	O
previously	O
been	O
used	O
to	O
explore	O
possible	O
changes	O
in	O
ecosystem	O
properties	O
like	O
sediment	O
organic	O
carbon	O
at	O
the	O
North	B-DISTRIBUTION_DESCRIPTOR
Sea	I-DISTRIBUTION_DESCRIPTOR
scale	O
,	O
based	O
on	O
empirically	O
derived	O
relationships	O
between	O
BPc	O
and	O
sediment	O
organic	O
carbon	O
(	O
Fig	O
.	O
1	O
)	O
.	O
Similar	O
uses	O
of	O
BPc	O
could	O
invaluably	O
contribute	O
to	O
an	O
increased	O
understanding	O
of	O
the	O
role	O
of	O
ecosystem	O
structure	O
in	O
the	O
sustenance	O
of	O
marine	O
functioning	O
and	O
its	O
resilience	O
to	O
human	O
activities	O
,	O
an	O
urgent	O
need	O
under	O
current	O
European	O
legislation	O
(	O
Marine	O
Strategy	O
Framework	O
Directive	O
,	O
2008/56	O
/	O
EC	O
)	O
.	O
A	O
significant	O
obstacle	O
in	O
the	O
widespread	O
application	O
of	O
BPc	O
,	O
however	O
,	O
is	O
the	O
need	O
for	O
a	O
standard	O
classification	O
scheme	O
that	O
is	O
supported	O
by	O
the	O
benthic	B-DISTRIBUTION_DESCRIPTOR
research	O
community	O
.	O
As	O
a	O
first	O
step	O
in	O
fulfilling	O
this	O
research	O
gap	O
,	O
we	O
present	O
the	O
findings	O
of	O
the	O
Study	O
Group	O
on	O
Climate	O
Related	O
Benthic	B-DISTRIBUTION_DESCRIPTOR
Processes	O
in	O
the	O
North	B-DISTRIBUTION_DESCRIPTOR
Sea	I-DISTRIBUTION_DESCRIPTOR
,	O
an	O
expert	O
group	O
appointed	O
by	O
the	O
International	O
Council	O
for	O
the	O
Exploration	O
of	O
the	O
Sea	O
(	O
ICES	O
SGCBNS	O
)	O
.	O
We	O
present	O
the	O
conclusions	O
of	O
a	O
series	O
of	O
dedicated	O
workshops	O
tasked	O
with	O
deriving	O
a	O
functional	O
classification	O
of	O
northwest	B-DISTRIBUTION_DESCRIPTOR
European	I-DISTRIBUTION_DESCRIPTOR
marine	I-DISTRIBUTION_DESCRIPTOR
invertebrate	O
species	O
to	O
facilitate	O
the	O
calculation	O
of	O
BPc	O
in	O
different	O
regions	O
of	O
the	O
North	B-DISTRIBUTION_DESCRIPTOR
Atlantic	I-DISTRIBUTION_DESCRIPTOR
.	O
Methods	O
The	O
classification	O
of	O
marine	O
invertebrate	O
infauna	B-DISTRIBUTION_DESCRIPTOR
into	O
bioturbation	O
groups	O
was	O
carried	O
out	O
using	O
18	O
datasets	O
compiled	O
from	O
northwest	B-DISTRIBUTION_DESCRIPTOR
European	I-DISTRIBUTION_DESCRIPTOR
waters	I-DISTRIBUTION_DESCRIPTOR
(	O
n	O
=	O
1033	O
species	O
)	O
.	O
Following	O
Swift	O
(	O
1993	O
)	O
and	O
Solan	O
et	O
al	O
.	O
(	O
2004a	O
)	O
,	O
each	O
taxon	O
(	O
1	O
)	O
was	O
scored	O
on	O
categorical	O
scales	O
that	O
reflect	O
increasing	O
mobility	O
(	O
Mi	O
)	O
from	O
1	O
(	O
living	O
in	O
a	O
fixed	O
tube	O
)	O
to	O
4	O
(	O
free	O
three	O
dimensional	O
movement	O
via	O
burrow	O
system	O
)	O
,	O
and	O
increasing	O
sediment	O
reworking	O
(	O
Ri	O
)	O
from	O
1	O
(	O
epifauna	B-DISTRIBUTION_DESCRIPTOR
that	O
bioturbate	O
at	O
the	O
sediment	O
–	O
water	O
interface	O
)	O
to	O
5	O
(	O
regenerators	O
that	O
excavate	O
holes	O
,	O
transferring	O
sediment	O
at	O
depth	O
to	O
the	O
surface	O
)	O
.	O
BPc	O
¼X	O
n	O
i¼1	O
pffiBffiffiiffiffi	O
=	O
ffiffiAffiffiffiiffi	O
	O
Ai	O
	O
Mi	O
	O
Ri	O
Bi	O
and	O
Ai	O
are	O
the	O
biomass	O
and	O
abundance	O
of	O
species	O
/	O
taxon	O
i	O
in	O
a	O
sample	O
.	O
Trait	O
scores	O
were	O
derived	O
from	O
an	O
extensive	O
review	O
of	O
published	O
material	O
and	O
expert	O
knowledge	O
(	O
consensus	O
of	O
12	O
authors	O
)	O
,	O
and	O
details	O
of	O
the	O
scoring	O
system	O
are	O
provided	O
below	O
.	O
Species	O
for	O
which	O
no	O
published	O
information	O
was	O
available	O
were	O
scored	O
based	O
on	O
descriptions	O
of	O
species	O
behavior	O
and	O
information	O
on	O
closely	O
related	O
species	O
at	O
the	O
nearest	O
taxonomic	O
level	O
.	O
As	O
BPc	O
captures	O
information	O
about	O
sediment	O
particle	O
reworking	O
,	O
pelagic	B-DISTRIBUTION_DESCRIPTOR
species	O
and	O
those	O
living	O
on	O
hard	O
substrates	O
were	O
not	O
included	O
.	O
Sediment	O
reworking	O
functional	O
types	O
were	O
also	O
defined	O
(	O
Fti	O
)	O
,	O
according	O
to	O
Francois	O
et	O
al	O
.	O
(	O
1997	O
)	O
,	O
Solan	O
(	O
2000	O
)	O
,	O
and	O
Gerino	O
et	O
al	O
.	O
(	O
2003	O
)	O
.	O
Taxonomic	O
information	O
and	O
Aphia	O
ID	O
(	O
a	O
unique	O
species	O
database	O
identifier	O
)	O
were	O
extracted	O
from	O
the	O
World	O
Register	O
of	O
Marine	O
Species	O
(	O
2012	O
)	O
.	O
Figure	O
1	O
.	O
Percentage	O
of	O
sediment	O
organic	O
carbon	O
(	O
circles	O
,	O
diameter	O
scaled	O
to	O
%	O
)	O
at	O
each	O
of	O
109	O
sites	O
sampled	O
during	O
the	O
North	B-DISTRIBUTION_DESCRIPTOR
sea	I-DISTRIBUTION_DESCRIPTOR
benthos	I-DISTRIBUTION_DESCRIPTOR
Survey	O
conducted	O
by	O
the	O
Benthos	O
Ecology	O
Working	O
Group	O
of	O
the	O
International	O
Council	O
for	O
the	O
Exploration	O
of	O
the	O
Sea	B-DISTRIBUTION_DESCRIPTOR
in	O
1986	O
(	O
left	O
column	O
,	O
“	O
100	O
%	O
”	O
)	O
,	O
and	O
following	O
the	O
implementation	O
of	O
simulated	O
trait	O
based	O
extinction	O
scenarios	O
(	O
right	O
column	O
,	O
“	O
50	O
%	O
”	O
)	O
.	O
By	O
combining	O
measurements	O
of	O
ecosystem	O
functions	O
with	O
information	O
on	O
relevant	O
species	O
traits	O
(	O
abundance	O
,	O
biomass	O
,	O
functional	O
group	O
and	O
behaviour	O
)	O
,	O
empirically	O
derived	O
relationships	O
between	O
specific	O
ecosystem	O
functions	O
and	O
BPc	O
can	O
be	O
derived	O
.	O
In	O
this	O
case	O
,	O
the	O
relationship	O
between	O
BPc	O
and	O
sediment	O
%	O
of	O
organic	O
carbon	O
.	O
Species	O
extinction	O
scenarios	O
can	O
be	O
simulated	O
and	O
the	O
consequential	O
changes	O
in	O
ecosystem	O
functioning	O
recalculated	O
based	O
on	O
changes	O
in	O
community	O
composition	O
and/or	O
structure	O
following	O
implementation	O
of	O
each	O
scenario	O
.	O
In	O
this	O
example	O
,	O
the	O
predicted	O
levels	O
of	O
sediment	O
organic	O
carbon	O
content	O
are	O
presented	O
for	O
a	O
50	O
%	O
reduction	O
in	O
species	O
richness	O
(	O
right	O
column	O
,	O
“	O
50	O
%	O
”	O
)	O
following	O
sequential	O
local	O
expiration	O
of	O
species	O
ordered	O
by	O
the	O
most	O
abundant	O
species	O
within	O
a	O
site	O
(	O
top	O
row	O
)	O
,	O
those	O
with	O
the	O
largest	O
biomass	O
(	O
second	O
row	O
from	O
top	O
)	O
,	O
or	O
by	O
the	O
most	O
abundant	O
species	O
across	O
the	O
region	O
(	O
bottom	O
row	O
)	O
.	O
The	O
consequences	O
for	O
ecosystem	O
functioning	O
(	O
here	O
,	O
sediment	B-DISTRIBUTION_DESCRIPTOR
organic	I-DISTRIBUTION_DESCRIPTOR
carbon	I-DISTRIBUTION_DESCRIPTOR
content	I-DISTRIBUTION_DESCRIPTOR
)	O
following	O
these	O
ordered	O
extinction	O
scenarios	O
contrast	O
to	O
a	O
scenario	O
where	O
species	O
are	O
extirpated	O
in	O
a	O
random	O
order	O
(	O
third	O
row	O
from	O
top	O
)	O
.	O
Implementing	O
various	O
trait	O
-	O
based	O
extinction	O
scenarios	O
in	O
this	O
way	O
provides	O
insights	O
on	O
possible	O
outcomes	O
following	O
,	O
for	O
example	O
,	O
changes	O
in	O
management	O
or	O
as	O
a	O
result	O
of	O
anthropogenic	O
forcing	O
.	O
Modified	O
from	O
Solan	O
et	O
al	O
.	O
(	O
2012	O
)	O
.	O
Results	O
Table	O
1	O
provides	O
the	O
classifications	O
for	O
mobility	O
(	O
Mi	O
)	O
and	O
sediment	O
particle	O
reworking	O
(	O
Ri	O
)	O
assigned	O
to	O
the	O
1033	O
marine	B-DISTRIBUTION_DESCRIPTOR
invertebrate	O
species	O
(	O
and	O
other	O
taxa	O
)	O
from	O
northwest	B-DISTRIBUTION_DESCRIPTOR
European	I-DISTRIBUTION_DESCRIPTOR
waters	I-DISTRIBUTION_DESCRIPTOR
,	O
and	O
the	O
associated	O
sediment	O
reworking	O
functional	O
types	O
(	O
Fti	O
)	O
.	O
Please	O
refer	O
to	O
the	O
table	O
for	O
details	O
of	O
the	O
scoring	O
criteria	O
.	O
Discussion	O
As	O
with	O
any	O
functional	O
classification	O
that	O
on	O
which	O
BPc	O
is	O
calculated	O
relies	O
on	O
three	O
main	O
assumptions	O
.	O
Understanding	O
these	O
assumptions	O
,	O
and	O
the	O
need	O
to	O
correct	O
for	O
them	O
where	O
information	O
is	O
available	O
,	O
is	O
key	O
steps	O
in	O
the	O
adequate	O
use	O
of	O
BPc	O
as	O
a	O
metric	O
:	O
1	O
If	O
body	B-BODY_SIZE
size	I-BODY_SIZE
is	O
constant	O
,	O
the	O
BPc	O
of	O
a	O
species	O
/	O
taxon	O
(	O
BPi	O
)	O
is	O
transferable	O
across	O
space	O
and	O
time	O
.	O
BPc	O
accounts	O
for	O
two	O
“	O
fixed	O
”	O
traits	O
(	O
Ri	O
and	O
