-DOCSTART- -X- O O
Patagonian	O
and	O
Antarctic	O
tooth	O
®	O
sh	O
of	O
the	O
genus	O
Dissostichus	O
are	O
an	O
important	O
resource	O
and	O
the	O
largest	O
®	O
sh	O
in	O
the	O
Southern	O
Ocean	O
.	O
Their	O
size	B-Body_size
,	O
neutral	B-Distribution_descriptor
buoyancy	I-Distribution_descriptor
,	O
pelagic	B-Distribution_descriptor
nomadic	I-Distribution_descriptor
lifestyle	I-Distribution_descriptor
and	O
piscivorous	B-Distribution_descriptor
feeding	I-Distribution_descriptor
behaviour	I-Distribution_descriptor
are	O
unusual	O
within	O
a	O
notothenioid	O
group	O
dominated	O
by	O
small	O
,	O
sedentary	O
de	O
mersal	O
®	O
she	O
s	O
(	O
Eastman	O
1993	O
)	O
.	O
Dissostichus	O
eleginoides	O
Smitt	O
,	O
the	O
Patagonian	O
tooth	O
®	O
sh	O
,	O
lives	O
primarily	O
north	B-Distribution_descriptor
of	I-Distribution_descriptor
the	I-Distribution_descriptor
Antarctic	I-Distribution_descriptor
Zone	I-Distribution_descriptor
whereas	O
the	O
Antarctic	O
tooth	O
®	O
sh	O
,	O
D.	O
mawsoni	O
Norman	O
,	O
inhabits	O
colder	B-Distribution_descriptor
waters	I-Distribution_descriptor
between	O
the	O
Antarctic	B-Distribution_descriptor
Polar	I-Distribution_descriptor
Front	I-Distribution_descriptor
and	O
the	O
continental	B-Distribution_descriptor
margin	I-Distribution_descriptor
(	O
DeWitt	O
et	O
al	O
.	O
1990	O
)	O
