-DOCSTART- -X- O O
substratum	I-Distribution_descriptor
.	O
The	O
effect	O
of	O
body	B-Body_size
size	I-Body_size
on	O
substratum	O
use	O
was	O
investigated	O
using	O
laboratory	O
trials	O
based	O
on	O
the	O
field	O
data	O
to	O
test	O
habitat	O
preference	O
and	O
competitive	O
ability	O
in	O
a	O
common	O
setting	O
.	O
Reproductive	O
behaviour	O
was	O
assessed	O
in	O
courtship	O
,	O
mate	O
choice	O
and	O
hybridisation	O
trials	O
.	O
Both	O
species	O
exhibited	O
similar	O
habitat	O
preferences	O
,	O
but	O
large	O
R.	O
decemdigitatus	O
were	O
dominant	O
in	O
inter-	O
and	O
intraspecific	O
contests	O
for	O
the	O
preferred	O
rock	B-Distribution_descriptor
habitat	I-Distribution_descriptor
,	O
while	O
small	O
R.	O
whero	O
were	O
displaced	O
into	O
less	O
preferred	O
habitats	O
.	O
Courtship	O
behaviour	O
in	O
R.	O
whero	O
was	O

a	O
subset	O
of	O
that	O
displayed	O
by	O
R.	O
decemdigitatus	O
,	O
while	O
no	B-Distribution_descriptor
mating	I-Distribution_descriptor
behaviour	O
was	O
observed	O

in	O
heterospecific	O
trials	O
.	O
Female	O
R.	O
whero	O
showed	O
a	O
strong	O
preference	B-Distribution_descriptor
for	I-Distribution_descriptor
smaller	I-Distribution_descriptor
males	I-Distribution_descriptor
,	O
while	O
female	O
R.	O
decemdigitatus	O
had	O
no	B-Distribution_descriptor
preference	I-Distribution_descriptor
for	I-Distribution_descriptor
male	I-Distribution_descriptor
size	I-Distribution_descriptor
.	O
Results	O
suggest	O
that	O
body	B-Body_size
size	I-Body_size
differences	O
in	O
the	O
Ruanoho	O
pair	O
are	O
consistent	O
with	O
female	B-Distribution_descriptor
choice	I-Distribution_descriptor
for	I-Distribution_descriptor
smaller	I-Distribution_descriptor
males	I-Distribution_descriptor
in	O
R.	O
whero	O
and	O
competition	O
for	O
habitat	O
in	O
both	O
species	O
.	O
Body	B-Body_size
size	I-Body_size
in	O
the	O
Ruanoho	O
species	O
appears	O
to	O
be	O
influenced	O
by	O
conflicting	O
selection	O
pressures	O
that	O
may	O
differ	O
between	O
the	O
species	O
.	O
The	O
marine	O
catfish	O
genus	O
Paraplotosus	O
Bleeker	O
is	O
reviewed	O
.	O
Three	O

species	O
are	O
recognised	O
:	O
P.	O
albilabris	O
(	O
Valenciennes	O
)	O
from	O
the	O
Indo	O
-	O
Australian	O
Archipelago	O
,	O
P.	O
muelleri	O
(	O
Klunzinger	O
)	O
from	O
north	O
-	O
western	O
Australia	O
and	O
adjacent	O
Northern	O
Territory	O
,	O
and	O
an	O
undescribed	O
species	O
from	O
northern	O
Australia	O
.	O
Paraplotosus	O
butleri	O
,	O
new	O
species	O
,	O
is	O
described	O
from	O
40	O
specimens	O
,	O
26	O
-	O
325	O
mm	O
SL	O
,	O
collected	O
mainly	O
from	O
coastal	O
seas	O
of	O
northwestern	O
Australia	O
.	O
It	O
is	O
clearly	O
distinguishable	O
from	O
congeners	O
by	O
its	O
black	O
colouration	O
,	O
longer	O
dorsal	O
fin	O
,	O
longer	O
barbels	O
,	O
and	O
greater	O
number	O
oflowerlimb	O
gill	O
rakers	O
and	O
upper	O
procurrent	O
caudal	O
rays	O
.	O
Paraplotosus	O
muelleri	O
and	O
P.	O
albilabris	O
are	O
similar	O
in	O
appearance	O
and	O
habits	O
,	O
but	O
are	O
separable	O
on	O
the	O
basis	O
of	O
dorsal	O

fin	O
height	O
and	O
eye	O
size	O
,	O
which	O
are	O
invariably	O
greater	O
in	O
P.	O
muelleri	O
.	O

Brief	O
Review	O
of	O
the	O
Genera	O
Hemilepidotus	O

and	O
Melletes	O
(	O
Cottidae	O
)	O
and	O
Some	O
Traits	O
of	O
the	O
Biology	O

of	O
a	O
New	O
Species	O
for	O
Russia	O
Hemilepidotus	O
zapus	O
from	O
Pacific	O

Waters	O
of	O
the	O
Northern	O
Kurils	O

Abstract	O
—	O

The	O
Comparative	O
morphological	O
description	O
of	O
248	O
specimens	O
of	O
six	O
species	O
of	O
the	O
genera	O
Hemilepidotus	O
and	O
Melletes	O
served	O
as	O
the	O
basis	O
for	O
the	O
assessment	O
of	O
the	O
variation	O
of	O
over	O
28	O
external	O
morphological	O

features	O
for	O
the	O
determination	O
of	O
taxonomical	O
boundaries	O
of	O
species	O
belonging	O
to	O
this	O
group	O
.	O
Improved	O
diagnoses	O
of	O
species	O
are	O
composed	O
.	O
Significant	O
transgression	O
of	O
most	O
features	O
previously	O
used	O
in	O
identification	O
is	O

revealed	O
.	O
Additional	O
taxonomic	O
features	O
are	O
found	O
.	O
In	O
combination	O
with	O
some	O
previously	O
used	O
features	O
,	O
they	O
are	O

used	O
in	O
the	O
key	O
for	O
reliable	O
identification	O
of	O
species	O
of	O
both	O
genera	O
irrespective	O
of	O
localities	O
,	O
sex	O
,	O
age	O
,	O
and	O
condition	O
of	O
a	O
specimen	O
.	O
In	O
Russian	B-Distribution_descriptor
waters	I-Distribution_descriptor
,	O
Hemilepidotus	O
zapus	O
is	O
distributed	O
off	O
the	O
Commander	B-Distribution_descriptor
Islands	I-Distribution_descriptor
and	O
the	O

Northern	B-Distribution_descriptor
Kurils	I-Distribution_descriptor
from	O
Paramushir	B-Distribution_descriptor
Island	I-Distribution_descriptor
to	O
Ketoy	B-Distribution_descriptor
Island	I-Distribution_descriptor
.	O
Taking	O
into	O
consideration	O
trawl	O
catches	O
of	O
1996	O
-	O
2001	O
,	O

the	O
spatial	B-Distribution_descriptor
-	I-Distribution_descriptor
bathymetric	I-Distribution_descriptor
distribution	O
of	O
,	O
zapus	O
in	O
Pacific	B-Distribution_descriptor
waters	I-Distribution_descriptor
off	I-Distribution_descriptor
the	I-Distribution_descriptor
Northern	I-Distribution_descriptor
Kurils	I-Distribution_descriptor
(	O
from	O
47	O
°	O
50	O
'	O
to	O
50	O
°	O
30	O
'	O
N	O
,	O
depths	O
of	O
100	O
-	O
850	O
m	O
)	O
is	O
analyzed	O
,	O
its	O
thermal	B-Distribution_descriptor
environment	I-Distribution_descriptor
is	O
characterized	O
.	O
In	O
the	O
northern	O
part	O
of	O
the	O
investigated	O
area	O
near	O
Paramushir	B-Distribution_descriptor
Island	I-Distribution_descriptor
,	O
H.	O
zapus	O
is	O
represented	O
by	O
larger	O
specimens	O
staying	O
at	O
greater	O
depths	O
than	O
in	O
the	O
southern	O
part	O
(	O
on	O
the	O
slopes	O
of	O
the	O
underwater	B-Distribution_descriptor
ridge	I-Distribution_descriptor
of	O
the	O
outer	O
Kurils	O
)	O
.	O
This	O
species	O
is	O
the	O
smallest	B-Body_size
and	O
the	O
most	O
short	O
-	O
cycled	O
representative	O
of	O
the	O
genus	O
Hemilepidotus	O
,	O
whose	O
maximum	B-Body_size
size	I-Body_size
reaches	O
26	B-Body_size
cm	I-Body_size
and	I-Body_size
330	I-Body_size
g	I-Body_size
,	O
and	O
age	O
reaches	O
nine	O
years	O
.	O
It	O
spawns	O
in	O
August	O
to	O
September	O
;	O
the	O
spawning	O
is	O
single	O
-	O
batch	O
;	O
fecundity	O
is	O
relatively	O
low	O
(	O
on	O
average	O
12800	O
eggs	B-Life_stage
)	O
;	O
there	O
is	O
dimorphism	O
in	O
size	O
(	O
females	B-Body_size
are	I-Body_size
larger	I-Body_size
than	I-Body_size
males	I-Body_size
)	O
and	O
in	O
color	O
and	O
size	B-Body_size
of	I-Body_size
fins	I-Body_size
.	O
Similar	O
to	O
other	O
representatives	O
of	O
the	O
genus	O
Hemilepidotus	O
,	O
H.	O
zapus	O
is	O
a	O
benthoichthyophage	O
with	O
a	O
wide	O
food	O
range	O
consisting	O
mainly	O
of	O
bottom	O
and	O
demersal	O
crustaceans	O
(	O
Cirripedia	O
,	O
Amphipoda	O
,	O
and	O
Decapoda	O
)	O
and	O
Polychaeta	O


